timestamp,converged,minimum_voltage_pu,maximum_voltage_pu,maximum_current_a,source_real_power_kw,feeder_real_loss_kw,scheduled_grid_import_kw,receiving_end_real_power_kw,grid_import_error_kw
2026-08-25 00:00:00-07:00,True,0.999964165649865,0.9999641656498696,0.7282365524172911,15.00032197292732,0.0003194228255188136,14.999999997925018,15.0000025501018,2.55217678279962e-06
2026-08-25 00:15:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999954421057,15.000000000024754,4.560369681883003e-08
2026-08-25 00:30:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999998933877,15.000000000024754,1.0908767222872484e-09
2026-08-25 00:45:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999999140762,15.000000000024754,8.839915466296588e-10
2026-08-25 01:00:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999997018667,15.000000000024754,3.0060860467528983e-09
2026-08-25 01:15:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.99999999876928,15.000000000024754,1.2554739470260756e-09
2026-08-25 01:30:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999999370257,15.000000000024754,6.544969011201829e-10
2026-08-25 01:45:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999999677105,15.000000000024754,3.476490206821836e-10
2026-08-25 02:00:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999999313545,15.000000000024754,7.112088695748753e-10
2026-08-25 02:15:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.99999999970114,15.000000000024754,3.2361313628825883e-10
2026-08-25 02:30:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999999772946,15.000000000024754,2.518074637691825e-10
2026-08-25 02:45:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999999971925,15.000000000024754,5.282885240376345e-11
2026-08-25 03:00:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999998964691,15.000000000024754,1.0600622601941723e-09
2026-08-25 03:15:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999999019169,15.000000000024754,1.0055849486434454e-09
2026-08-25 03:30:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999998998742,15.000000000024754,1.0260112759397089e-09
2026-08-25 03:45:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999998986464,15.000000000024754,1.0382894544136434e-09
2026-08-25 04:00:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999999440552,15.000000000024754,5.842011319145968e-10
2026-08-25 04:15:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999999389598,15.000000000024754,6.35155927852793e-10
2026-08-25 04:30:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999999187066,15.000000000024754,8.376872528970125e-10
2026-08-25 04:45:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999999191294,15.000000000024754,8.334595236192399e-10
2026-08-25 05:00:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.99999999914227,15.000000000024754,8.82483419673008e-10
2026-08-25 05:15:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999998899453,15.000000000024754,1.1253007414779859e-09
2026-08-25 05:30:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999998497872,15.000000000024754,1.5268817321612005e-09
2026-08-25 05:45:00-07:00,True,0.9999641656560178,0.9999641656560223,0.7282364281329319,15.000319422723017,0.00031942269826322445,14.999999996533406,15.000000000024754,3.49134765542658e-09
2026-08-25 06:00:00-07:00,True,0.9999400384389042,0.9999400384389118,1.2156214343382943,25.00088856439941,0.0008887099047042284,24.999999999594717,24.999999854494707,-1.45100010229271e-07
2026-08-25 06:15:00-07:00,True,0.9999428006536422,0.9999428006536492,1.1294505478674148,23.038673601438628,0.0007674636772644589,23.037906122717523,23.037906137761365,1.5043841727901963e-08
