load_kw,pv_kw,battery_net_injection_kw,battery_soc_kWh,timestamp,converged,minimum_voltage_pu,maximum_voltage_pu,maximum_current_a,source_real_power_kw,feeder_real_loss_kw,scheduled_grid_import_kw,receiving_end_real_power_kw,grid_import_error_kw
35.0,29.74334584121431,0.0,17.999999962406708,2026-08-25 12:30:00-07:00,True,0.9999577806330859,0.9999577806330889,0.5772380137594632,5.256856991627247,0.00020283309272667793,5.25665415878569,5.25665415853452,-2.511697516638378e-10
35.0,29.423558412096913,0.0,17.99999996276558,2026-08-25 12:45:00-07:00,True,0.9999573305143779,0.9999573305143811,0.5836357993698046,5.576648876773327,0.00020728929970414357,5.576441587903087,5.5764415874736235,-4.2946357581286065e-10
35.0,28.97777478867205,0.0,17.999999963324576,2026-08-25 13:00:00-07:00,True,0.999956703046701,0.9999567030467049,0.5930562098258159,6.022439150955536,0.00021394027240239665,6.0222252113279495,6.022225210683134,-6.448157563454515e-10
35.0,28.40790388485317,0.0,17.9999999636351,2026-08-25 13:15:00-07:00,True,0.9999559009147458,0.9999559009147493,0.6059100726810807,6.592319301335811,0.00022318709544651938,6.5920961151468305,6.5920961142403645,-9.064660133617508e-10
35.0,27.716385975338607,0.0,17.99999996384068,2026-08-25 13:30:00-07:00,True,0.999954927550572,0.9999549275505755,0.6226541431219534,7.283849553188993,0.000235529795176717,7.283614024661393,7.283614023393817,-1.2675762661729095e-09
35.0,26.906182245980652,0.0,17.99999996374642,2026-08-25 13:45:00-07:00,True,0.9999537871189599,0.9999537871189638,0.6437456548244462,8.094069308317541,0.00025155598612536776,8.093817754019348,8.093817752331416,-1.6879315722917454e-09
35.0,25.98076211353316,0.0,17.999999963912753,2026-08-25 14:00:00-07:00,True,0.9999524844996353,0.9999524844996392,0.669597369549533,9.019509811488806,0.00027192725613122093,9.01923788646684,9.019237884232675,-2.2341648531210012e-09
35.0,24.94408836907635,0.0,17.9999999637534,2026-08-25 14:15:00-07:00,True,0.9999510252664338,0.9999510252664385,0.7005393421411057,10.05620899217384,0.00029736414005355984,10.05591163092365,10.055911628033787,-2.8898625714646187e-09
35.0,23.800600208737055,0.0,17.999999963707264,2026-08-25 14:30:00-07:00,True,0.999949415663509,0.9999494156635138,0.7367924378540418,11.199728416381312,0.00032862878942751194,11.199399791262945,11.199399787591885,-3.671059900511864e-09
35.0,22.555194224369323,0.0,17.999999963586173,2026-08-25 14:45:00-07:00,True,0.9999476625786679,0.9999476625786726,0.7784559846438714,12.445172278239951,0.00036650717276643264,12.444805775630677,12.444805771067186,-4.563490918485513e-09
35.0,21.213203435596427,0.0,17.99999996373664,2026-08-25 15:00:00-07:00,True,0.9999457735139589,0.9999457735139643,0.8255088015687716,13.787208348585754,0.00041178985109581847,13.786796564403573,13.786796558734657,-5.66891600328745e-09
35.0,19.780374453002068,0.0,17.999999963718366,2026-08-25 15:15:00-07:00,True,0.9999437565536312,0.9999437565536375,0.8778203995902727,15.220090792253249,0.0004652522012593181,15.219625546997932,15.21962554005199,-6.9459424878459686e-09
35.0,18.262842870261625,0.0,17.999999963535522,2026-08-25 15:30:00-07:00,True,0.9999416203296031,0.9999416203296093,0.9351680975126041,16.73768475597901,0.0005276346322725658,16.737157129738375,16.737157121346737,-8.39163760701922e-09
35.0,16.667106990588074,0.0,17.999999963193243,2026-08-25 15:45:00-07:00,True,0.9999393739845825,0.9999393739845895,0.9972560858991458,18.33349262228747,0.000599622892631487,18.332893009411926,18.332892999394836,-1.001708938019874e-08
35.0,14.999999999999998,0.0,17.99999996350617,2026-08-25 16:00:00-07:00,True,0.999937027133005,0.9999370271330124,1.063733560907382,20.000681816682476,0.0006818285751160147,20.0,19.999999988107362,-1.1892637985511101e-08
35.0,13.268660706570053,0.0,17.99999996350913,2026-08-25 16:15:00-07:00,True,0.9999345898199387,0.9999345898199464,1.1342103220958215,21.7321140505021,0.0007747709954119273,21.731339293429947,21.731339279506688,-1.3923258990189424e-08
35.0,11.480502970952696,0.0,17.999999963364214,2026-08-25 16:30:00-07:00,True,0.9999320724781529,0.9999320724781607,1.2082692761599725,23.520375872876624,0.0008788600273755946,23.519497029047304,23.51949701284925,-1.6198054453298028e-08
35.0,9.643183959094852,0.0,17.999999963146397,2026-08-25 16:45:00-07:00,True,0.9999294858835107,0.999929485883519,1.2854759667895144,25.357810402667482,0.000994380357060436,25.356816040905148,25.356816022310422,-1.8594725759157882e-08
20.0,7.76457135307563,0.0,17.999999963121898,2026-08-25 17:00:00-07:00,True,0.9999630322870011,0.9999630322870057,0.6387811894608465,12.235675180028256,0.00024647183464230693,12.235428646924369,12.235428708193613,6.126924390059685e-08
20.0,5.852709660483845,0.0,17.999999962808555,2026-08-25 17:15:00-07:00,True,0.9999603410775447,0.9999603410775487,0.7184539582212652,14.147601686131303,0.0003113527138257268,14.147290339516154,14.147290333417477,-6.09867711887091e-09
20.0,3.91578576660156,0.0,17.999999960720416,2026-08-25 17:30:00-07:00,True,0.9999576145397517,0.9999576145397571,0.8010686749549291,16.08460089959788,0.0003866736930813204,16.08421423339844,16.084214225904798,-7.493643039424569e-09
20.0,1.9620938769042937,0.0,16.684210494444436,2026-08-25 17:45:00-07:00,True,0.9999548643476625,0.9999548643476681,0.8857930247435826,18.038378538757236,0.00047242470335186226,18.037906123095706,18.037906114053882,-9.041823290090178e-09
20.0,0.0,0.0,16.684210493785034,2026-08-25 18:00:00-07:00,True,0.9999521022770385,0.9999521022770448,0.9719233414940485,20.000568417483493,0.0005684281386829752,20.0,19.99999998934481,-1.065518873133442e-08
20.0,0.0,0.0,15.36842103015765,2026-08-25 18:15:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,14.052631556802227,2026-08-25 18:30:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,12.736842083235432,2026-08-25 18:45:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,11.421052609740372,2026-08-25 19:00:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,10.105263136528512,2026-08-25 19:15:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,8.789473664068417,2026-08-25 19:30:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684199260957,2026-08-25 19:45:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.4736841971132835,2026-08-25 20:00:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.47368419606107,2026-08-25 20:15:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684195352177,2026-08-25 20:30:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684195117535,2026-08-25 20:45:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684194425708,2026-08-25 21:00:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684193857167,2026-08-25 21:15:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684193707909,2026-08-25 21:30:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684193648341,2026-08-25 21:45:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684193319977,2026-08-25 22:00:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684192928329,2026-08-25 22:15:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684192857671,2026-08-25 22:30:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684192888941,2026-08-25 22:45:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684192347632,2026-08-25 23:00:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684192143483,2026-08-25 23:15:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684192013158,2026-08-25 23:30:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
20.0,0.0,0.0,7.473684192093375,2026-08-25 23:45:00-07:00,True,0.9999521022770127,0.999952102277019,0.9719233420141477,20.00056842815931,0.0005684281693975208,20.0,19.99999999998991,-1.0089706847793423e-11
15.75,0.0,0.0,7.473684191939736,2026-08-26 00:00:00-07:00,True,0.9999623561783967,0.9999623561784017,0.7647885540084365,15.750352254422062,0.00035222985325799526,15.75,15.750000024568804,2.456880388024274e-08
15.75,0.0,0.0,7.473684192001655,2026-08-26 00:15:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,7.473684192072101,2026-08-26 00:30:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,7.473684192228472,2026-08-26 00:45:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,7.4736841922170365,2026-08-26 01:00:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894720926317,2026-08-26 01:15:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894720912534,2026-08-26 01:30:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894720965985,2026-08-26 01:45:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894720921647,2026-08-26 02:00:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894720906883,2026-08-26 02:15:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894720920501,2026-08-26 02:30:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.15789472095275,2026-08-26 02:45:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894720950233,2026-08-26 03:00:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894720939002,2026-08-26 03:15:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894720816693,2026-08-26 03:30:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894720753416,2026-08-26 03:45:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.1578947206497165,2026-08-26 04:00:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894720513095,2026-08-26 04:15:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894720330351,2026-08-26 04:30:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894720193014,2026-08-26 04:45:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.15789472012794,2026-08-26 05:00:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.1578947200402565,2026-08-26 05:15:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894719877956,2026-08-26 05:30:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
15.75,0.0,0.0,6.157894719521786,2026-08-26 05:45:00-07:00,True,0.9999623561784561,0.9999623561784605,0.7647885528120454,15.75035222986756,0.00035222986306325765,15.75,15.750000000004496,4.495959160522034e-12
26.25,0.0,0.0,6.157894719227904,2026-08-26 06:00:00-07:00,True,0.9999370224075498,0.9999370224075582,1.276547349859322,26.250979749476365,0.000979917887270858,26.25,26.249999831589093,-1.6841090655361768e-07
26.25,1.471570407678219,0.0,6.157894718295612,2026-08-26 06:15:00-07:00,True,0.9999390941003572,0.999939094100365,1.2118494214912419,24.779312926298374,0.0008833213343932585,24.778429592321782,24.778429604963982,1.2642200175605467e-08
26.25,2.93683932495116,0.0,6.157894716890159,2026-08-26 06:30:00-07:00,True,0.9999411568936478,0.9999411568936556,1.1478245515390395,23.313953361045925,0.0007926746150869803,23.31316067504884,23.313160686430837,1.1381995790316068e-08
